city,street,zip,state,lat,lon,time,time_not_allowed,latlong,Multiline_location,day_of_week
West Hollywood,Miraleste Dr,91361-4447,CA,34.26777775,-118.5613,2016-03-31T14:31:00.000Z,2006,"(34.14102, -118.37532)","4840 CAHUENGA BLVD
NORTH HOLLYWOOD 91601
(34.159258, -118.36154)",4
Bell,Monte Vista St,90004,CA,34.26777775,-118.5877,2016-04-08T08:22:00.000Z,2006,"(34.20097, -118.45535)","10765 STRATHERN ST
SUN VALLEY 91352
(34.215702, -118.366509)",2
South El Monte,Irvington Pl,91324-2748,CA,34.22611108,-118.5876,2016-04-29T11:22:00.000Z,2006,"(34.06269, -118.44724)","980 S HOBART BLVD
LOS ANGELES 90006
(34.053135, -118.305211)",1
Huntington Park,Repton St,90004,CA,34.26777775,-118.5871,2017-09-01T00:00:00.000Z,2006,"(33.95333, -118.30881)","2828 HERKIMER ST
LOS ANGELES 90039
(34.109086, -118.267328)",6
Hacienda Heights,L St,90004,CA,34.26777775,-118.5015,2016-05-11T14:54:00.000Z,2006,"(34.01345, -118.27721)","135 N LAKE ST
LOS ANGELES 90026
(34.067957, -118.27079)",5
Chino Hills,Federal Av/Indianapolis St,90004,CA,34.26777775,-118.5526,2016-05-12T11:22:00.000Z,2009,"(34.2218, -118.4376)","8510 TOWNE AVE
LOS ANGELES 90003
(33.960874, -118.267308)",1
East Rancho Dominguez,Ventura County Line,90004,CA,34.26777775,-118.544,2016-05-30T00:00:00.000Z,2008,"(34.10229, -118.33907)","2410 BROADWAY AVE
WALNUT PARK 90255
(33.967134, -118.229589)",7
La Puente,Valerie Av,90004,CA,34.26777775,-118.5211,2016-05-18T15:14:00.000Z,2008,"(34.02081, -118.28964)","13291 PHILLIPPI AVE
SYLMAR 91342
(34.312495, -118.446479)",5
Monterey Park,Alumni Av,91311-1255,CA,34.26777775,-118.5212,2014-10-08T13:03:00.000Z,2007,"(34.09555, -118.28198)","2611 S ORANGE DR
LOS ANGELES 90016
(34.032201, -118.353439)",1
Monrovia,Miranda St,90004,CA,34.26777775,-118.5879,2017-03-20T00:00:00.000Z,2009,"(34.0768, -118.28902)","1140 MAHAR AVE
WILMINGTON 90744
(33.785927, -118.246432)",6
Lennox,Porter Ranch Rd.,91321-3513,CA,34.2683333,-118.4228,2016-06-24T11:16:00.000Z,2008,"(34.04397, -118.2618)","9075 WILLIS AVE
PANORAMA CITY 91402
(34.234778, -118.455291)",1
Montebello,Le Conte Av,90004,CA,34.26777775,-118.4239,2016-08-16T00:00:00.000Z,2008,"(34.05735, -118.41746)","1316 N BRONSON AVE
HOLLYWOOD 90017
(34.094032, -118.317947)",5
Duarte,Palms Bl,90004,CA,34.26777775,-118.2909,2016-07-13T00:00:00.000Z,2008,"(33.98431, -118.25663)","1048 W 149TH ST
GARDENA 90247
(33.896452, -118.293176)",5
San Fernando,Ventura Bl,90004,CA,34.26777775,-118.2863,2017-05-04T00:00:00.000Z,2008,"(34.02302, -118.28206)","9233 AIRDROME ST
LOS ANGELES 90035
(34.049758, -118.390448)",6
La Habra,Venice Bl,91326-4157,CA,34.26777775,-118.3013,2017-01-02T00:00:00.000Z,2008,"(34.18015, -118.65624)","16821 MARQUEZ AVE
PACIFIC PALISADES 90272
(34.045431, -118.54762)",6
Val Verde,120th St,90004,CA,34.26777775,-118.3342,2016-09-19T00:00:00.000Z,2009,"(34.18625, -118.62567)","129 E 53RD ST
LOS ANGELES 90011
(33.994225, -118.272606)",3
Baldwin Park,98th St,90004,CA,34.32555553,-118.3104,2012-07-12T00:00:00.000Z,2008,"(34.04331, -118.25781)","503 N CROFT AVE
LOS ANGELES 90048
(34.081091, -118.374216)",5
Canaga Park,Harbor Park Bike Path,90004,CA,34.32555553,-118.3533,2017-06-05T00:00:00.000Z,2008,"(34.04504, -118.25156)","2410 ZOE AVE
HUNTINGTON PARK 90255
(33.979286, -118.229664)",5
Lake View Terrace,Figueroa Pl,90004,CA,34.26777775,-118.3223,2016-09-01T00:00:00.000Z,2008,"(34.08578, -118.44515)","5027 LIVE OAK ST
CUDAHY 90201
(33.96692, -118.177775)",3
Panorama City,Orange Line Bikeway (W/O Old Depot Plaza Rd),90004,CA,34.32555553,-118.3259,2016-06-01T00:00:00.000Z,2008,"(33.94928, -118.38339)","4811 ELIZABETH ST
CUDAHY 90201
(33.962947, -118.183682)",3
Watts,Crestknoll Dr,91311-3242,CA,34.22611108,-118.3337,2017-03-06T00:00:00.000Z,2008,"(34.08385, -118.35695)","17340 SAN JOSE ST
GRANADA HILLS 91344
(34.261221, -118.512167)",1
Tujunga,Gayley Av,90004,CA,34.26777775,-118.4478,2016-05-06T00:00:00.000Z,2008,"(34.10141, -118.32542)","2807 STANFORD AVE
LOS ANGELES 90011
(34.01922, -118.260482)",3
Malibu,Devonshire St,90004,CA,34.26777775,-118.4471,2016-11-07T00:00:00.000Z,2008,"(34.06979, -118.37662)","10900 HAYVENHURST AVE
GRANADA HILLS 91344
(34.269238, -118.493483)",4
Bellflower,Shanley Av,90004,CA,34.26777775,-118.4618,2016-12-01T00:00:00.000Z,2008,"(34.06207, -118.20508)","19010 CASTLEBAY LN
NORTHRIDGE 91326
(34.294286, -118.547561)",5
Norwalk,Av 45,90004,CA,34.32444441,-118.5136,2017-05-08T00:00:00.000Z,2008,"(34.15745, -118.40171)","12411 N BROMONT AVE
LOS ANGELES 91340
(34.295557, -118.420233)",6
Rancho Palos Verdes,Main St,91790-3125,CA,34.27222219,-118.4469,2017-03-28T00:00:00.000Z,2007,"(34.20136, -118.41649)","6125 POPPY PEAK DR
LOS ANGELES 90042
(34.128406, -118.186528)",4
Industry,Trentino Ln,90004,CA,34.26777775,-118.5169,2016-12-05T00:00:00.000Z,2007,"(34.03703, -118.24284)","732 S CABRILLO AVE
SAN PEDRO 90731
(33.73672, -118.294536)",5
Bell Gardens,Sesnon Bl,90004,CA,34.26777775,-118.3753,2017-05-01T00:00:00.000Z,2/1/17 2:00,"(34.23202, -118.4693)","1265 E 112TH ST
LOS ANGELES 90059
(33.933133, -118.252731)",2
Glendora,Av 50,91304-3302,CA,34.32555553,-118.2996,2016-11-28T00:00:00.000Z,2/21/17 7:00,"(34.05141, -118.2619)","10650 ASHBY AVE
LOS ANGELES 90064
(34.038607, -118.420971)",7
La Canada Flintridge,Mulholland Dr,90004,CA,34.22722219,-118.323,2016-12-12T00:00:00.000Z,1/30/17 2:00,"(34.21585, -118.38206)","900 E 33RD ST
LOS ANGELES 90011
(34.014645, -118.260843)",3
Irwindale,Overland Av,90067-2336,CA,34.26777775,-118.3221,2017-05-10T00:00:00.000Z,1/30/17 2:00,"(34.03962, -118.26181)","4242 CLARA ST
CUDAHY 90201
(33.966241, -118.193026)",7
Azusa,Purdue Av,90004,CA,34.26777775,-118.3527,2016-12-16T00:00:00.000Z,1/26/17 4:25,"(34.07256, -118.35874)","5063 FLORISTAN AV
LOS ANGELES 90041
(34.138915, -118.19882)",2
Commerce,Stephen M White Dr,90004,CA,34.26777775,-118.2991,2017-01-01T00:00:00.000Z,2/8/17 5:00,"(34.06159, -118.20463)","15060 ROSCOE BLVD
VAN NUYS 91402
(34.221461, -118.460604)",7
El Segundo,S Venice Bl,90004,CA,34.32388886,-118.3103,2016-12-28T00:00:00.000Z,1/25/17 7:00,"(34.18283, -118.57071)","421 S. HILLVIEW AVENUE
LOS ANGELES 90022
(34.028526, -118.152635)",7
Hawthorne,Playa Vista Dr,90189-0001,CA,34.32388886,-118.359,2016-12-24T00:00:00.000Z,2/9/17 4:00,"(34.05231, -118.24703)","1010 ABBOT KINNEY BLVD
VENICE 90291
(33.992111, -118.472071)",4
Hermosa Beach,Runway Rd,91313-4003,CA,34.32388886,-118.2907,2016-11-29T00:00:00.000Z,2/1/17 3:00,"(34.05048, -118.24655)","4220 DIXIE CANYON AVE
SHERMAN OAKS 91423
(34.147992, -118.424879)",6
La Mirada,Westchester Pkwy,90004,CA,34.26888886,-118.3083,2017-01-06T00:00:00.000Z,2/3/17 1:39,"(34.08807, -118.46354)","1963 E 103RD ST
LOS ANGELES 90002
(33.943137, -118.23788)",1
La Verne,Ingomar St,90004,CA,34.22722219,-118.3625,2017-01-03T00:00:00.000Z,2/1/17 9:00,"(34.04504, -118.25277)","2057 FAIR PARK AVE
LOS ANGELES 90041
(34.135629, -118.212659)",6
Lomita,Reseda Bl,91306-3520,CA,34.26888886,-118.3559,2017-01-07T00:00:00.000Z,1/27/17 6:00,"(34.04828, -118.26116)","11610 STANFORD AVE
LOS ANGELES 90059
(33.928727, -118.262153)",2
Paramount,Winnetka Av,90004,CA,34.26694441,-118.3517,2016-08-02T00:00:00.000Z,2/16/17 3:00,"(34.04579, -118.23287)","14600 TYLER ST
SYLMAR 91342
(34.312891, -118.450293)",7
San Dimas,Zelzah Av,90004,CA,34.26694441,-118.3539,2017-01-09T00:00:00.000Z,2/16/17 12:00,"(34.05002, -118.23882)","1200 PLAZA DEL SOL
LOS ANGELES 90033
(34.048812, -118.226759)",4
San Marino,Vanalden Av,91344-4250,CA,34.22555553,-118.3438,2017-07-10T00:00:00.000Z,2/1/17 5:00,"(34.10137, -118.34182)","650 S UNION AVE
LOS ANGELES 90017
(34.055374, -118.270151)",7
Sierra Madre,De Soto Av,90004,CA,34.20055553,-118.3349,2016-12-20T00:00:00.000Z,1/25/17 4:00,"(34.14981, -118.42361)","1314 DACOTAH ST
LOS ANGELES 90023
(34.022375, -118.211371)",3
Signal Hill,Sunrise Ridge Rd,90004,CA,34.43027775,-118.3386,2016-12-13T00:00:00.000Z,1/26/17 5:00,"(34.08363, -118.32191)","4345 LOCKWOOD AVE
LOS ANGELES 90029
(34.08871, -118.287106)",6
Toluca Lake,Corbin Av,90004,CA,34.54722219,-118.3258,2017-01-13T00:00:00.000Z,2/7/17 9:00,"(34.0401, -118.44451)","3736 TRINITY ST
LOS ANGELES 90011
(34.01218, -118.269562)",4
Vernon,Av 63,91324-2254,CA,34.54722219,-118.3322,2016-12-15T00:00:00.000Z,1/10/08 0:07,"(34.02309, -118.28755)","13400 ERWIN ST
VAN NUYS 91401
(34.18304, -118.424717)",4
Rolling Hills Estates,Rinaldi St,91324-1308,CA,34.40027775,-118.3159,2017-01-16T00:00:00.000Z,1/22/14 0:07,"(34.0978, -118.34294)","3600 Wilshire Blvd
Los Angeles 90010
(34.061725, -118.303637)",5
Altadena,185' E/O Lincoln Bl,91311-2902,CA,34.65361108,-118.3082,2016-01-09T00:00:00.000Z,1/12/14 0:08,"(34.04338, -118.26581)","10931 South Clovis Ave
LOS ANGELES
(33.9361485, -118.2570209)",5
Walnut,Dawn Creek,91320-3694,CA,34.48222219,-118.3545,2017-01-08T00:00:00.000Z,1/1/13 0:04,"(34.04464, -118.26859)","7447 N FULTON AVE
North Hollywood
(34.20599621, -118.4228503)",4
East Los Angeles,115th St,93021-7130,CA,34.19472219,-118.371,2017-02-06T00:00:00.000Z,1/8/14 0:08,"(34.10085, -118.33116)","11611 SHELDON ST
Sun Valley
(34.24613903, -118.3854133)",4
Artesia,Mason Av,90004,CA,34.24249997,-118.4013,2017-01-17T00:00:00.000Z,1/21/14 0:07,"(34.03753, -118.43352)","UNKNOWN
UNKNOWN
(33.94799884, -118.2552966)",3
Valinda,Marmion Wy,90004,CA,34.20611108,-118.3444,2017-04-24T00:00:00.000Z,1/26/07 0:09,"(34.06282, -118.35793)","930 E 111TH PL
LOS ANGELES
(33.9372985, -118.2556343)",3
Maywood,Campus Dr,90004,CA,34.27249997,-118.3881,2017-01-24T00:00:00.000Z,1/8/13 0:01,"(34.07718, -118.2588)","11950 MISSOURI AVE
LOS ANGELES
(34.0352746, -118.4565048)",3
Cudahy,Pacific Coast Hwy,90004,CA,34.2358333,-118.3076,2015-06-19T00:00:00.000Z,1/24/08 0:07,"(33.93298, -118.28358)","PASADENA/AVE 35
LOS ANGELES
(34.08616, -118.21325)",1
Walnut Park,28th St,90004,CA,34.21444441,-118.4195,2017-01-19T00:00:00.000Z,1/15/14 0:09,"(34.08002, -118.37676)","5975 S WESTERN AVE
LOS ANGELES
(33.98570515, -118.3097482)",3
So. El Monte,Chandler Bl N,91311-3208,CA,34.22916664,-118.4066,2017-02-04T00:00:00.000Z,1/24/07 0:09,"(34.17586, -118.42233)","6000 W Jefferson Boulevard
CULVER CITY
(34.020104, -118.379447)",6
City of Commerce,Nordhoff St,90004,CA,34.23222219,-118.4342,2017-01-10T12:32:00.000Z,1/4/14 0:08,"(34.06262, -118.35517)","UNKNOWN
UNKNOWN
(34.20683988, -118.4226884)",7
LA,Sherman Wy,91311-4069,CA,34.27944441,-118.4007,2017-04-22T00:00:00.000Z,1/31/14 0:07,"(33.76677, -118.29939)","12730 W SATICOY ST SOUTH
North Hollywood
(34.20507492, -118.410638)",7
,Barranca St,91306-3322,CA,34.51111108,-118.4457,2017-01-23T00:00:00.000Z,1/1/14 0:07,"(34.07329, -118.26702)","2055 South Sepulveda Boulevard
Los Angeles
(34.0417077, -118.439644)",2
,Av 18,91313-4345,CA,34.80416663,-118.4143,2017-02-09T00:00:00.000Z,1/5/07 0:11,"(34.18817, -118.58751)","3410 South La Cienega Boulevard
Los Angeles
(34.0259147, -118.3712013)",6
,N Woodman Av,90210-1919,CA,34.34444441,-118.392,2017-02-10T00:00:00.000Z,1/16/08 0:07,"(34.07206, -118.28308)","UNKNOWN
UNKNOWN
(33.9336865, -118.2632186)",4
,Fulton Av,90004,CA,34.25944441,-118.3936,2017-03-31T00:00:00.000Z,1/9/08 0:07,"(34.04622, -118.26719)","710 East 111th Place
Los Angeles
(33.93388584, -118.262459)",1
,Wheatland Av,90004,CA,34.46111108,-118.4,2017-01-04T00:00:00.000Z,1/11/08 0:07,"(34.0819, -118.42854)","225 N FIGUEROA ST
WILMINGTON
(33.77066822, -118.2794581)",2
,Harcourt Av,91411-3495,CA,34.32638886,-118.4167,2017-01-18T00:00:00.000Z,1/31/13 0:07,"(34.03774, -118.23282)","705 N Frost St
Los Angeles
(33.75059725, -118.2821333)",1
,Glenoaks Bl,90004,CA,34.54722219,-118.4111,2017-02-13T00:00:00.000Z,1/29/14 0:07,"(34.09265, -118.32414)","UNKNOWN
Los Angeles
(33.74984344, -118.2833825)",7
,Hilgard Av,91326-4008,CA,34.32388886,-118.4445,2017-03-01T00:00:00.000Z,1/30/08 0:06,"(34.04994, -118.41129)","UNKNOWN
UNKNOWN
(33.75011912, -118.285583)",4
,Saticoy St,90004,CA,34.26777775,-118.4384,2017-01-20T00:00:00.000Z,1/29/16 0:01,"(34.07566, -118.38358)","16617 Arminta Street
Los Angeles
(34.2151135, -118.4949625)",4
,Stagg St,90004,CA,34.27222219,-118.4417,2017-02-01T00:00:00.000Z,1/24/08 0:07,"(34.1074, -118.48784)","501 East 5th Street
Los Angeles
(34.044313, -118.243406)",1
,Marquesas Wy,90004,CA,34.48222219,-118.4376,2017-02-17T00:00:00.000Z,1/20/09 0:05,"(33.97796, -118.40609)","5211 PARDEE ST
LOS ANGELES
(33.9492531, -118.3708267)",5
,La Cienega Bl,90004,CA,34.32444441,-118.4306,2017-02-28T00:00:00.000Z,1/26/07 0:09,"(33.95688, -118.41657)","5207 PARDEE ST
LOS ANGELES
(33.9493065, -118.3706512)",1
,Rampart Bl,63166-6528,CA,34.32555553,-118.4453,2014-04-15T12:44:00.000Z,1/31/14 0:07,"(34.03738, -118.23248)","650 E WESTMINSTER AVE
Venice
(34.04358771, -118.5170489)",2
,Catalina St,91326-2611,CA,34.2683333,-118.4447,2017-01-30T00:00:00.000Z,1/3/07 0:10,"(34.04695, -118.24984)","5201 PARDEE ST
LOS ANGELES
(33.9944817, -118.4660521)",5
,Yucca St,90004,CA,34.26777775,-118.449,2017-02-24T00:00:00.000Z,1/21/14 0:07,"(34.02266, -118.28609)","5217 W 98TH ST
LOS ANGELES
(33.949276, -118.3704453)",7
,Boyle Av,90004,CA,34.49305553,-118.4667,2017-06-11T00:00:00.000Z,1/2/07 0:11,"(33.99094, -118.46664)","9407 HINDRY PL
LOS ANGELES
(33.9603958, -118.4432907)",1
,Parthenia St,91344-4521,CA,34.64555553,-118.4485,2017-03-03T00:00:00.000Z,1/1/14 0:07,"(34.02272, -118.28136)","9619 HINDRY PL
LOS ANGELES
(34.041831, -118.5653309)",7
,Lankershim Bl,91311-2370,CA,34.20611108,-118.4494,2017-02-26T00:00:00.000Z,1/14/08 0:06,"(34.20097, -118.45456)","9507 HINDRY PL
LOS ANGELES
(33.9470901, -118.3709259)",3
,Knox St,90004,CA,34.19472219,-118.4389,2017-02-27T00:00:00.000Z,1/8/14 0:08,"(34.02194, -118.28455)","5428 W 96TH ST
LOS ANGELES
(34.0417377, -118.5651606)",1
,Cesar E Chavez Av,91313-3935,CA,34.24249997,-118.4279,2017-02-20T00:00:00.000Z,1/19/07 0:09,"(34.02167, -118.2799)","5220 W 98TH ST
LOS ANGELES
(34.0419168, -118.5655758)",3
,Grand View Bl,91403-3022,CA,34.54722219,-118.4571,2017-02-23T00:00:00.000Z,1/8/07 0:11,"(34.15633, -118.63489)","9521 GLASGOW PL
LOS ANGELES
(33.95100501, -118.3740627)",3
,500 ft N/o Humbolt St,90004,CA,34.38638886,-118.469,2017-01-28T00:00:00.000Z,1/31/07 0:10,"(34.062, -118.34089)","9518 GLASGOW PL
LOS ANGELES
(33.9503922, -118.3759183)",4
,Santa Monica City Limits,90004,CA,34.34444441,-118.4595,2017-03-13T00:00:00.000Z,1/26/07 0:09,"(34.13001, -118.48193)","9317 GLASGOW PL
LOS ANGELES
(34.04174715, -118.5655395)",4
,Broadway Pl,90004,CA,34.32638886,-118.4168,2017-03-02T00:00:00.000Z,1/16/14 0:05,"(34.04413, -118.25988)","9329 GLASGOW PL
LOS ANGELES
(33.95100782, -118.3730891)",5
,Wilshire Bl,90004,CA,34.43527775,-118.4723,2017-02-19T00:00:00.000Z,1/14/08 0:06,"(34.02285, -118.2906)","9323 GLASGOW PL
LOS ANGELES
(33.95100604, -118.3737066)",6
,Arden Bl,92618-1907,CA,34.37611108,-118.4211,2017-05-17T00:00:00.000Z,1/9/08 0:07,"(34.11581, -118.41736)","9335 GLASGOW PL
LOS ANGELES
(33.95100451, -118.3742374)",4
,Hollywood Bl,90004,CA,34.32444441,-118.4275,2017-06-15T00:00:00.000Z,1/16/07 0:10,"(34.0913, -118.28384)","9406 GLASGOW PL
LOS ANGELES
(33.95100299, -118.3747683)",4
,Bronson Av,90004,CA,34.21444441,-118.4468,2016-06-30T00:00:00.000Z,1/21/14 0:07,"(34.01366, -118.28294)","5227 W 98TH ST
LOS ANGELES
(33.95100401, -118.374413)",3
,La Mirada Av,90403-3190,CA,34.51111108,-118.4511,2017-03-07T00:00:00.000Z,1/15/08 0:07,"(34.1299, -118.48421)","9501 GLASGOW PL
LOS ANGELES
(33.95100194, -118.3751261)",1
,St Nicholas Av,91403-3392,CA,34.27472219,-118.429,2017-04-27T00:00:00.000Z,1/24/14 0:07,"(34.06118, -118.20631)","17916 CASTELLAMMARE DR
LOS ANGELES
(33.94954271, -118.3740923)",4
,314' s/o Rinaldi St,90004,CA,34.26111108,-118.4664,2016-11-30T00:00:00.000Z,1/24/12 0:12,"(34.05328, -118.25074)","5519 W 98TH ST
LOS ANGELES
(33.94983569, -118.3735397)",1
,192' s/o Devonshire St,90004,CA,34.20166664,-118.4665,2017-06-12T00:00:00.000Z,1/22/14 0:07,"(34.3063, -118.46389)","Mandeville Canyon Rd./Merrimac Rd.
UNKNOWN
(33.94983486, -118.3738225)",5
,Los Angeles city limit,85038-9096,CA,34.56944441,-118.4669,2017-03-08T00:00:00.000Z,1/6/14 0:08,"(34.0723, -118.25063)","11965 Allin Street
LOS ANGELES
(33.94983033, -118.3753598)",6
,Culver Bl,91311-2903,CA,34.39499997,-118.4658,2016-12-14T00:00:00.000Z,1/31/07 0:10,"(34.05868, -118.41546)","15206 EARLHAM ST
LOS ANGELES
(33.94954194, -118.3743561)",5
,Monte Mar Dr,90004,CA,34.32638886,-118.4166,2016-12-19T00:00:00.000Z,1/29/09 0:09,"(33.9903, -118.46415)","Chautauqua Blvd./Drummond St.
Los Angeles
(33.94954062, -118.3748046)",2
,Ocean Front Walk,91770-3711,CA,34.24027775,-118.4068,2016-12-09T00:00:00.000Z,1/24/14 0:07,"(34.02579, -118.33491)","8127 DELGANY AVE
LOS ANGELES
(33.950492, -118.372802)",3
,4th St,91311-8234,CA,34.2008333,-118.4113,2017-03-10T00:00:00.000Z,1/12/13 0:08,"(34.0421, -118.23734)","17916 W PORTO MARINA WY
PACIFIC PALISADES
(33.95027236, -118.3745598)",5
,Hoover St,90004,CA,34.19555553,-118.4091,2017-04-13T00:00:00.000Z,1/29/09 0:09,"(34.15015, -118.37565)","17910 W PORTO MARINA WY
PACIFIC PALISADES
(33.94954487, -118.3733579)",5
,La Brea Av,90004,CA,34.19388886,-118.428,2017-04-28T00:00:00.000Z,1/16/08 0:07,"(33.97656, -118.42113)","17924 W PORTO MARINA WY
PACIFIC PALISADES
(33.948684, -118.372802)",3
,Landfair Av,91311-3208,CA,34.24055553,-118.4258,2017-02-07T00:00:00.000Z,1/9/08 0:07,"(34.09673, -118.31208)","8163 ZITOLA TERR
PLAYA DEL REY
(33.95100349, -118.3745936)",5
,Santa Monica Bl,60015-0901,CA,34.4108333,-118.4136,2017-02-22T00:00:00.000Z,1/24/08 0:07,"(34.07598, -118.38394)","8156 ZITOLA TERR
PLAYA DEL REY
(33.9510009, -118.3754888)",6
,Rosewood Av,90004,CA,34.25916664,-118.4259,2017-03-17T00:00:00.000Z,1/26/07 0:10,"(34.10137, -118.33998)","8152 Zitola Terrace
Los Angeles
(33.95027104, -118.3750057)",4
,New Hampshire Av,17105-3165,CA,34.21972219,-118.4316,2017-03-14T00:00:00.000Z,1/14/09 0:07,"(34.08336, -118.31616)","8271 REES ST
PLAYA DEL REY
(33.95027557, -118.3734683)",5
,6th St,90004,CA,34.19749997,-118.4492,2017-04-26T00:00:00.000Z,1/8/14 0:08,"(34.07854, -118.4975)","139 E HURRICANE ST
LOS ANGELES
(33.95100246, -118.3749497)",4
,Beverly Bl,91311-3208,CA,34.22027775,-118.4503,2016-12-17T00:00:00.000Z,1/31/07 0:10,"(34.01198, -118.32794)","17600 W TRAMONTO DR
PACIFIC PALISADES
(33.94976, -118.372802)",7
,Malcolm Av,90004,CA,34.20777775,-118.4154,2017-02-15T00:00:00.000Z,1/18/14 0:07,"(34.09187, -118.43619)","17909 PORTO MARINA WAY
LOS ANGELES
(33.95035045, -118.3728174)",3
,Foothill Bl,90004,CA,34.2783333,-118.4234,2017-03-16T00:00:00.000Z,1/8/14 0:07,"(34.07125, -118.35662)","545 N BIENVENEDA AVE
PACIFIC PALISADES
(33.95100551, -118.3738887)",4
,Tampa Av,90004,CA,34.22166664,-118.3954,2017-07-03T00:00:00.000Z,1/31/07 0:10,"(33.96577, -118.42406)","17908 W CASTELLAMMARE DR
PACIFIC PALISADES
(33.94833139, -118.3741109)",6
,Bessemer St,91313-4987,CA,34.21472219,-118.4032,2017-04-01T00:00:00.000Z,1/23/13 0:10,"(34.18482, -118.48315)","17945 PORTO MARINA WAY
LOS ANGELES
(33.94954538, -118.3731823)",7
,39TH  PL  AT  ST  ANDREWS  PL,91367-5809,CA,34.2008333,-118.4318,2017-05-22T00:00:00.000Z,1/8/14 0:08,"(34.10296, -118.32688)","412 PASEO MIRAMAR
LOS ANGELES
(33.94816984, -118.374104)",6
,24TH  ST  AT  GRIFFITH  AV,90004,CA,34.19555553,-118.4319,2017-04-14T00:00:00.000Z,1/27/07 0:09,"(34.0978, -118.3521)","BUNDY DR/CHALON RD
LOS ANGELES
(33.95100655, -118.3735318)",2
,52ND  ST  AT  WESTERN  AV,91302-2058,CA,34.19388886,-118.4012,2017-01-05T00:00:00.000Z,1/23/13 0:10,"(34.0839, -118.3677)","MARINETTE RD/ORACLE PL
LOS ANGELES
(33.94954008, -118.3749867)",7
,OLYMPIC  BL  AT  LA  CIENEGA  BL,91225-0006,CA,34.24055553,-118.4004,2017-05-30T00:00:00.000Z,1/22/14 0:07,"(34.11116, -118.28727)","5339 W 94TH ST
LOS ANGELES
(33.94907313, -118.3728088)",7
,ROBERTSON  BL  AT  GUTHRIE  AV,91350-3016,CA,34.4108333,-118.3868,2017-04-03T00:00:00.000Z,1/7/14 0:07,"(34.06266, -118.36039)","9412 ISIS AVE
LOS ANGELES
(33.9502732, -118.374277)",5
,WETHERLY DR AT WHITWORTH DR,90004,CA,34.25916664,-118.4421,2017-04-08T00:00:00.000Z,1/8/13 0:01,"(34.10158, -118.30948)","17920 W PORTO MARINA WAY
Pacific Palisades
(33.94907199, -118.3731585)",4
,PACKARD  ST  E/O  LA CIENEGA  BL,90004,CA,34.21972219,-118.4473,2017-04-02T00:00:00.000Z,1/9/08 0:07,"(34.02326, -118.23763)","5313 W 94TH ST
LOS ANGELES
(33.9505638, -118.3745611)",5
,CREST  DR  AT  PICKFORD  ST,90004,CA,34.19749997,-118.4477,2017-04-17T00:00:00.000Z,1/5/07 0:11,"(34.05785, -118.30001)","5327 W 94TH ST
LOS ANGELES
(33.94961935, -118.3728174)",5
,53RD  ST  AT  COMPTON  AV,91364-1835,CA,34.22027775,-118.4487,2017-05-15T00:00:00.000Z,1/12/13 0:08,"(33.74182, -118.27938)","5345 W 94TH ST
LOS ANGELES
(33.9505681, -118.3730938)",7
,WILTON  PL  AT  SAN  MARINO  ST,90004,CA,34.20777775,-118.4481,2017-06-26T00:00:00.000Z,1/12/13 0:08,"(34.01128, -118.27345)","5413 W 94TH ST
LOS ANGELES
(33.9490731, -118.3744371)",7
,BEAUDRY  AV  AT  2ND  ST,90004,CA,34.2783333,-118.4479,2016-11-23T00:00:00.000Z,1/13/14 0:08,"(34.06178, -118.48495)","5401 W 94TH ST
LOS ANGELES
(33.94907259, -118.3746119)",3
,QUEEN ANNE PL  AT 12th ST,91311-6708,CA,34.22166664,-118.4478,2017-05-29T00:00:00.000Z,1/12/13 0:08,"(34.04443, -118.29612)","5423 W 94TH ST
LOS ANGELES
(33.9490662, -118.3755798)",5
,READING AV  AT  INTERCEPTOR ST,43218-3090,CA,34.21472219,-118.4471,2017-05-11T00:00:00.000Z,1/15/14 0:09,"(34.0869, -118.32897)","5341 W 96TH ST
LOS ANGELES
(33.94907126, -118.3750661)",6
,WEST  BL  N/O  SLAUSON  AV,93001-4256,CA,34.64555553,-118.4618,2017-01-25T00:00:00.000Z,1/13/14 0:08,"(34.25039, -118.57998)","5322 W 95TH ST
LOS ANGELES
(33.9466286, -118.3711243)",6
,CROCKER  ST  AT  87TH  PL,90004,CA,34.49305553,-118.5136,2017-03-29T00:00:00.000Z,1/5/07 0:11,"(34.03587, -118.458)","5334 W 95TH ST
LOS ANGELES
(33.94953466, -118.3758015)",2
,ASCOT AV AT 55th ST,91311-5201,CA,34.20611108,-118.4469,2017-05-19T00:00:00.000Z,1/11/08 0:07,"(34.09815, -118.33187)","5424 W 95TH ST
LOS ANGELES
(33.94907208, -118.3747874)",6
,CENTURY  BL  AT  CENTRAL  AV,90004,CA,34.19472219,-118.5169,2017-06-06T00:00:00.000Z,1/28/14 0:07,"(34.04779, -118.2571)","5351 W 96TH ST
LOS ANGELES
(33.94907439, -118.3739977)",7
,NEPTUNE  AV  AT  SANDISON  ST,90004,CA,34.24249997,-118.4246,2017-01-26T00:00:00.000Z,1/31/09 0:07,"(34.31154, -118.42954)","5401 W 96TH ST
LOS ANGELES
(33.9497074, -118.376216)",7
,EUBANK  AV  AT  G  ST,90004,CA,34.34444441,-118.4237,2017-04-10T00:00:00.000Z,1/14/08 0:07,"(34.02795, -118.28184)","5401 W 95TH ST
LOS ANGELES
(33.94907362, -118.3742623)",6
